"ApplicationID","score","PerformanceTag"
" 521305880",457,"0"
" 431760831",454,"0"
" 415200191",454,"0"
" 914966087",449,"0"
" 982684122",437,"0"
" 167351073",454,"0"
" 250526316",452,"0"
" 899343768",458,"0"
" 841610930",454,"0"
" 809229543",454,"0"
" 233987346",455,"0"
" 208706398",454,"0"
"  10823506",456,"0"
"  62184769",454,"0"
" 838672300",454,"0"
" 150747330",451,"0"
"  10724830",454,"0"
" 847270747",454,"0"
" 745670855",455,"0"
" 960653706",457,"0"
" 569263867",454,"0"
" 419815145",454,"0"
" 492307615",454,"0"
" 700114610",453,"0"
" 263709887",455,"0"
" 110091211",455,"0"
" 576334140",455,"0"
" 952296559",451,"0"
" 831356580",454,"0"
" 533548671",455,"0"
" 423577850",454,"0"
" 906364272",454,"0"
" 581094309",451,"0"
" 411854324",453,"0"
" 498611536",452,"0"
"  30267517",454,"0"
"  53933334",455,"0"
" 149528904",454,"0"
" 547518219",455,"0"
" 958867344",456,"0"
" 751595818",454,"0"
"  68720007",454,"0"
"  53438907",457,"0"
" 392901899",455,"0"
" 908974458",452,"0"
" 952557092",454,"0"
" 418100592",456,"0"
" 653287328",452,"0"
" 539740352",448,"0"
" 455391398",454,"0"
" 772306819",455,"0"
" 290261491",456,"0"
" 211911150",451,"0"
" 534651230",452,"0"
" 839509273",454,"0"
" 932368942",454,"0"
" 104349448",457,"0"
"   7203208",454,"0"
" 372128603",455,"0"
" 970776075",454,"0"
" 522296731",454,"0"
" 321355377",454,"0"
"  28991179",454,"0"
" 637092004",455,"0"
" 847549620",453,"0"
" 661265105",454,"0"
" 345419062",451,"0"
" 797464328",452,"0"
" 297926175",454,"0"
" 422770648",452,"0"
" 610475409",452,"0"
" 543839698",454,"0"
" 530527603",454,"0"
" 144558935",454,"0"
" 175935199",455,"0"
" 551575246",452,"0"
"  65648367",455,"0"
" 561232158",455,"0"
" 899996883",454,"0"
" 526566872",456,"0"
" 278970234",457,"0"
" 650180732",454,"0"
" 644402936",451,"0"
" 364550162",454,"0"
" 957886445",454,"0"
" 899599451",455,"0"
" 693101116",454,"0"
" 310101954",454,"0"
" 342766263",452,"0"
" 499189762",452,"0"
" 984549917",454,"0"
" 724813655",453,"0"
" 855528491",454,"0"
" 675018784",450,"0"
" 424048012",454,"0"
" 252970397",457,"0"
" 725224472",451,"0"
" 634612222",454,"0"
" 677783843",455,"0"
" 113065125",458,"0"
" 275899733",454,"0"
" 540774443",454,"0"
" 132071208",454,"0"
" 601432702",455,"0"
" 450172510",455,"0"
" 201042040",455,"0"
" 620628524",455,"0"
" 889245816",451,"0"
" 924920608",455,"0"
" 235715172",454,"0"
" 317610928",456,"0"
" 436150926",457,"0"
" 105807413",455,"0"
" 129365188",451,"0"
" 792667687",458,"0"
" 548869331",455,"0"
" 801089718",455,"0"
" 617386424",454,"0"
" 442282848",456,"0"
" 245792626",454,"0"
" 815658048",458,"0"
" 265259235",457,"0"
" 801469211",455,"0"
"  14695743",454,"0"
"  54089825",457,"0"
" 376921839",454,"0"
"  51065922",451,"0"
" 851978912",455,"0"
"  97016015",454,"0"
" 283595270",454,"0"
" 775413107",454,"0"
"   4249818",457,"0"
" 679516770",454,"0"
" 265935577",450,"0"
" 720535507",434,"0"
" 268095888",454,"0"
" 588417745",457,"0"
" 317450677",454,"0"
" 468465323",451,"0"
" 858336726",454,"0"
" 164503446",454,"0"
" 552057936",454,"0"
" 877372074",434,"0"
" 570693986",454,"0"
" 723592834",455,"0"
" 780179423",454,"0"
" 368232932",454,"0"
" 911745686",454,"0"
" 358882217",454,"0"
" 422786428",457,"0"
" 253433583",453,"0"
" 697767018",453,"0"
" 131153750",453,"0"
"  55702924",453,"0"
" 191467109",455,"0"
" 476896881",451,"0"
" 568773679",455,"0"
" 148294663",455,"0"
" 477642929",453,"0"
" 336234853",451,"0"
" 435344469",455,"0"
"  57039282",457,"0"
" 888315014",454,"0"
" 729324316",455,"0"
" 819479884",451,"0"
" 359899584",455,"0"
" 470725047",454,"0"
" 809155145",454,"0"
"  92768578",454,"0"
" 277103008",456,"0"
" 610364848",454,"0"
" 805912268",454,"0"
" 918039183",454,"0"
" 646996526",455,"0"
" 845296145",454,"0"
" 817529425",451,"0"
" 599070662",455,"0"
" 473714344",451,"0"
" 312023870",454,"0"
" 796437351",457,"0"
" 334540980",454,"0"
" 900920242",454,"0"
" 553917202",454,"0"
" 708704977",452,"0"
" 866444196",454,"0"
" 233673327",457,"0"
" 869653115",454,"0"
" 131296163",451,"0"
"   9928442",454,"0"
" 679541613",451,"0"
" 947256473",458,"0"
" 688912334",458,"0"
" 178658063",455,"0"
" 812352629",452,"0"
" 169005898",455,"0"
" 525153619",451,"0"
" 292128981",454,"0"
" 972954313",451,"0"
" 933011145",453,"0"
" 344491176",455,"0"
" 920083644",453,"0"
" 920681664",455,"0"
" 933024283",452,"0"
" 981973860",454,"0"
" 408281048",453,"0"
" 402712733",454,"0"
" 334934303",454,"0"
" 163547979",457,"0"
" 334665575",454,"0"
"  20382564",453,"0"
" 218207181",454,"0"
" 187294655",454,"0"
" 190043718",454,"0"
"  16928719",455,"0"
" 590493754",451,"0"
" 420610751",454,"0"
" 786827195",454,"0"
" 179345699",451,"0"
" 773184436",455,"0"
" 466494863",454,"0"
" 166053803",452,"0"
" 809421412",454,"0"
" 485150337",454,"0"
"  30870493",451,"0"
" 988180545",457,"0"
" 742866405",458,"0"
"  52536183",450,"0"
" 404834425",456,"0"
" 336245441",454,"0"
" 975786946",455,"0"
" 607368409",452,"0"
" 407801828",455,"0"
" 398038741",454,"0"
" 746918664",454,"0"
" 730045847",456,"0"
" 690360462",450,"0"
" 237543513",453,"0"
"  40872336",454,"0"
" 674366864",457,"0"
" 964435846",452,"0"
" 991928686",455,"0"
" 977026717",454,"0"
"  75365004",455,"0"
"  41889073",455,"0"
" 523111030",454,"0"
" 369681691",452,"0"
" 354831541",451,"0"
" 165891658",455,"0"
" 122589612",454,"0"
" 475744053",454,"0"
" 284335186",454,"0"
" 596510920",454,"0"
" 453857490",454,"0"
" 336199741",455,"0"
" 243116646",456,"0"
" 428919772",454,"0"
" 581526931",457,"0"
" 358189194",452,"0"
" 958798965",454,"0"
" 421585403",435,"0"
" 686154027",455,"0"
" 650403510",454,"0"
" 750283450",434,"0"
"  40191815",452,"0"
" 807359115",451,"0"
"  74371041",454,"0"
" 660938002",454,"0"
" 817877247",451,"0"
" 792544578",454,"0"
" 511459861",455,"0"
" 295416659",455,"0"
"  14430879",453,"0"
" 294255443",455,"0"
" 510860689",458,"0"
" 642657439",450,"0"
" 842745102",453,"0"
" 997725250",451,"0"
" 918679598",455,"0"
" 505345414",451,"0"
" 845699588",454,"0"
" 742255923",451,"0"
" 858985027",451,"0"
" 672372685",445,"0"
" 678473614",458,"0"
" 862999769",454,"0"
" 582386363",456,"0"
" 739351398",457,"0"
" 919552962",454,"0"
" 549049513",451,"0"
" 746007562",453,"0"
" 916355272",455,"0"
" 340363843",453,"0"
" 219106546",456,"0"
" 947936063",455,"0"
" 148048363",454,"0"
" 141682945",457,"0"
" 731950287",454,"0"
" 450224411",456,"0"
" 708547937",454,"0"
" 280354498",455,"0"
" 711823035",453,"0"
"  97443652",454,"0"
" 176405056",454,"0"
" 585006816",450,"0"
" 460479542",454,"0"
" 737370175",457,"0"
" 928755067",457,"0"
" 682007870",457,"0"
" 416584126",451,"0"
" 157439541",455,"0"
" 302704799",451,"0"
" 409212020",456,"0"
" 964829256",455,"0"
" 435260912",456,"0"
" 290722388",454,"0"
" 972464483",454,"0"
" 649012682",455,"0"
" 751348274",455,"0"
" 760948285",455,"0"
" 208862786",457,"0"
" 474540339",457,"0"
" 269858182",454,"0"
" 479806336",455,"0"
" 516521740",454,"0"
" 159360400",454,"0"
" 397756251",455,"0"
" 450639220",457,"0"
" 989827926",454,"0"
" 349850141",457,"0"
" 758362206",455,"0"
" 326621134",452,"0"
" 408467214",457,"0"
" 300154656",455,"0"
" 100769105",451,"0"
" 978580392",453,"0"
" 884785352",454,"0"
" 110858658",453,"0"
" 221736454",455,"0"
" 112538076",454,"0"
"   1081276",454,"0"
"  24372638",453,"0"
" 548945976",457,"0"
"  30659746",454,"0"
" 228351734",455,"0"
" 598275217",454,"0"
" 682784706",451,"0"
" 651848557",454,"0"
" 530622891",452,"0"
" 862725375",456,"0"
" 859819609",456,"0"
" 972097486",455,"0"
" 326868725",454,"0"
" 413349126",451,"0"
" 810161929",458,"0"
" 229904087",455,"0"
"  61176648",455,"0"
" 438255828",454,"0"
" 274802187",454,"0"
" 387827089",456,"0"
" 202416069",456,"0"
" 630945060",454,"0"
" 483114974",456,"0"
" 202707076",455,"0"
" 339609659",445,"0"
" 249829692",455,"0"
" 258605747",455,"0"
" 744356305",454,"0"
" 295144645",455,"0"
" 714358178",454,"0"
" 595846407",453,"0"
" 601934176",454,"0"
" 293640153",452,"0"
" 751216942",454,"0"
" 572048067",454,"0"
" 256752828",454,"0"
" 713859225",457,"0"
" 780201420",454,"0"
" 483332934",450,"0"
" 289618135",454,"0"
" 853896996",452,"0"
" 920379011",457,"0"
" 542627683",456,"0"
"  84700511",451,"0"
" 606448909",457,"0"
" 941774301",454,"0"
" 231706668",452,"0"
" 388275925",451,"0"
"   3678677",455,"0"
" 430978738",454,"0"
" 887790150",451,"0"
" 123185914",455,"0"
" 999940936",452,"0"
" 285753202",455,"0"
" 895608472",453,"0"
" 470702847",455,"0"
"  78074977",455,"0"
" 513574282",455,"0"
" 535285757",451,"0"
" 701653071",454,"0"
"  20822760",454,"0"
" 315473000",456,"0"
" 107023831",454,"0"
" 893933957",455,"0"
" 288475914",451,"0"
" 469993248",454,"0"
" 756060464",457,"0"
" 504586273",454,"0"
" 645102221",454,"0"
" 976077309",458,"0"
" 475057830",456,"0"
" 306407494",456,"0"
" 417681930",458,"0"
" 577343787",454,"0"
"  91930497",454,"0"
" 715411587",452,"0"
"   5987936",454,"0"
" 814615271",454,"0"
" 920371401",451,"0"
" 988554559",454,"0"
" 668143711",455,"0"
" 300884148",451,"0"
" 884796894",451,"0"
" 788442766",454,"0"
" 341781677",458,"0"
" 757093935",457,"0"
" 173372046",454,"0"
" 440605214",457,"0"
" 832039611",448,"0"
" 304252179",452,"0"
" 705014632",455,"0"
"  16870921",454,"0"
" 292396704",452,"0"
" 510801235",452,"0"
" 413217638",450,"0"
" 432137263",456,"0"
" 183923289",455,"0"
" 329463946",449,"0"
" 636617969",455,"0"
" 310201986",455,"0"
" 706833832",454,"0"
" 386349910",446,"0"
" 362776868",454,"0"
" 168620471",455,"0"
" 250708082",454,"0"
" 269860532",452,"0"
" 221712328",458,"0"
" 518667597",456,"0"
" 440233966",455,"0"
"  30011637",455,"0"
" 582590183",452,"0"
" 762243405",454,"0"
" 418070873",455,"0"
" 529242203",451,"0"
" 392653574",458,"0"
" 867003818",451,"0"
" 797271334",454,"0"
" 180908721",455,"0"
" 153781730",445,"0"
" 988875115",454,"0"
" 986697993",457,"0"
" 521014291",454,"0"
" 827013495",451,"0"
" 788141600",448,"0"
" 955128740",451,"0"
" 568714859",454,"0"
" 456336340",456,"0"
" 694379516",457,"0"
" 676572579",454,"0"
" 244146104",443,"0"
" 439993102",457,"0"
" 910506404",451,"0"
" 932403887",451,"0"
"  29449715",451,"0"
" 929840000",454,"0"
" 496141422",455,"0"
" 202118589",455,"0"
" 576342234",453,"0"
" 197228130",454,"0"
" 963694407",451,"0"
" 647838420",454,"0"
" 578023739",457,"0"
" 694938317",451,"0"
"  66178785",450,"0"
" 985595789",452,"0"
" 413781803",454,"0"
" 521659802",455,"0"
" 935942987",456,"0"
" 258110133",454,"0"
" 136340387",455,"0"
" 767412375",449,"0"
" 492395623",451,"0"
" 255094087",451,"0"
" 908738985",452,"0"
"  71557363",451,"0"
"  76957902",454,"0"
" 920832243",454,"0"
" 178251890",454,"0"
" 252487159",458,"0"
" 443535792",454,"0"
" 111410542",455,"0"
" 504515078",454,"0"
" 328090096",454,"0"
" 538118339",451,"0"
" 800752319",455,"0"
" 779245579",454,"0"
" 149669443",451,"0"
" 775808973",455,"0"
" 202780984",454,"0"
" 956545698",454,"0"
" 786306039",455,"0"
" 310164961",452,"0"
" 238611311",456,"0"
" 134951209",452,"0"
" 197729920",451,"0"
" 509353606",454,"0"
" 535950855",454,"0"
"  11693568",451,"0"
" 924123357",454,"0"
" 992855301",451,"0"
" 157800376",451,"0"
" 191871800",451,"0"
" 100933287",452,"0"
" 452680303",455,"0"
" 401352567",457,"0"
" 178035242",452,"0"
"  85934559",457,"0"
" 363948403",457,"0"
" 723304089",455,"0"
" 284462614",450,"0"
" 590509932",452,"0"
" 719081036",455,"0"
" 585403455",454,"0"
" 990648595",456,"0"
" 867852655",454,"0"
" 349059529",451,"0"
" 291110988",452,"0"
" 626777848",455,"0"
" 282032379",457,"0"
" 752118031",451,"0"
" 808525347",454,"0"
" 902144285",458,"0"
" 549889929",451,"0"
"  90884323",451,"0"
" 824969592",454,"0"
" 606778637",454,"0"
"  27981236",451,"0"
" 694798770",451,"0"
" 201332817",451,"0"
" 466226010",457,"0"
" 375450924",455,"0"
" 162946724",453,"0"
" 365825978",455,"0"
"  47274008",451,"0"
" 990478856",452,"0"
" 858061683",455,"0"
" 689206606",454,"0"
" 225371558",455,"0"
" 114584206",447,"0"
" 788127285",455,"0"
" 885676627",455,"0"
"  24918038",452,"0"
" 497040739",456,"0"
"  15925351",454,"0"
" 783913343",454,"0"
" 639756895",454,"0"
" 963926632",450,"0"
" 871411345",454,"0"
" 696462586",457,"0"
" 347826333",455,"0"
" 808817699",452,"0"
" 627793789",458,"0"
" 851146039",450,"0"
" 848352507",456,"0"
" 701183853",450,"0"
" 458136367",456,"0"
" 685795273",454,"0"
" 601969470",455,"0"
" 888738787",455,"0"
" 521703781",451,"0"
" 426324064",454,"0"
" 456307452",454,"0"
"  60029893",457,"0"
" 997819668",454,"0"
" 112485096",455,"0"
" 795023370",446,"0"
" 522773725",455,"0"
" 442435855",445,"0"
" 942192541",455,"0"
" 473558491",457,"0"
" 157617900",455,"0"
" 241276951",449,"0"
" 432634836",453,"0"
"  50853745",451,"0"
" 717434244",454,"0"
" 302888965",453,"0"
" 113595684",458,"0"
" 137206424",454,"0"
" 368642207",454,"0"
" 896478689",452,"0"
" 676790377",458,"0"
" 320896593",452,"0"
"  82331567",452,"0"
"  40548477",456,"0"
"  40982977",454,"0"
" 537303986",455,"0"
" 184335160",455,"0"
" 209468760",451,"0"
" 951094381",457,"0"
" 597503932",454,"0"
" 919542364",452,"0"
" 592542397",450,"0"
" 820372570",451,"0"
" 820407131",454,"0"
" 558905629",451,"0"
" 338118933",455,"0"
" 915942807",454,"0"
" 450723469",450,"0"
" 247102189",454,"0"
"  75883677",454,"0"
" 959931759",455,"0"
" 625351089",455,"0"
" 233735467",453,"0"
" 545322418",455,"0"
" 429618152",454,"0"
" 365849855",453,"0"
" 329178191",454,"0"
" 569870216",452,"0"
" 534251279",445,"0"
" 393877000",457,"0"
" 915063719",451,"0"
" 781775302",455,"0"
" 944666669",453,"0"
" 204788799",446,"0"
" 123396846",454,"0"
"  51056949",454,"0"
"  20131377",453,"0"
" 694690975",455,"0"
" 337376925",455,"0"
"  92521823",454,"0"
" 123023981",454,"0"
"  64978789",453,"0"
" 615790724",455,"0"
" 582049751",454,"0"
" 994911227",454,"0"
" 930902368",456,"0"
" 572238200",451,"0"
" 397177144",454,"0"
" 155144863",454,"0"
" 547285213",453,"0"
" 324856464",454,"0"
" 360384059",455,"0"
" 517179374",454,"0"
"  85079296",455,"0"
" 570138493",454,"0"
" 747736141",451,"0"
" 483202222",454,"0"
" 638139021",456,"0"
" 829871854",450,"0"
" 862376487",456,"0"
" 722793592",455,"0"
" 371030845",454,"0"
" 995412558",454,"0"
" 410153337",455,"0"
"  59401020",445,"0"
"  40489495",455,"0"
" 712988580",454,"0"
" 571581565",452,"0"
" 181993259",454,"0"
" 371264000",454,"0"
" 769325013",451,"0"
" 867725965",449,"0"
" 328014120",450,"0"
" 122535443",454,"0"
" 116328545",451,"0"
" 678374208",457,"0"
" 590397889",445,"0"
" 670220507",452,"0"
" 245926693",455,"0"
" 341213156",454,"0"
" 431350709",451,"0"
" 625782373",451,"0"
" 226240074",454,"0"
" 336769133",453,"0"
" 592254700",452,"0"
" 183460188",454,"0"
" 490319267",454,"0"
" 602701926",455,"0"
" 120638168",451,"0"
" 747926024",458,"0"
" 591261035",457,"0"
" 490737481",455,"0"
" 158385650",452,"0"
"  37646610",456,"0"
" 658158121",454,"0"
" 529287504",454,"0"
" 746091270",455,"0"
" 534721255",457,"0"
" 782291108",456,"0"
"  44366979",451,"0"
" 975560822",455,"0"
"  64459220",452,"0"
" 657926762",452,"0"
" 320898655",455,"0"
" 434807407",453,"0"
" 606808740",451,"0"
" 625488704",451,"0"
" 501021464",457,"0"
"  89967881",451,"0"
" 403119279",454,"0"
" 554160626",451,"0"
"  24806681",450,"0"
" 465965838",458,"0"
" 469525569",450,"0"
"  85630213",452,"0"
" 805308826",451,"0"
"  95838681",451,"0"
" 267536968",455,"0"
" 419482619",454,"0"
" 843818210",451,"0"
" 871385371",454,"0"
" 632663893",455,"0"
" 881409833",454,"0"
" 678177598",451,"0"
" 488459681",454,"0"
" 407172279",455,"0"
" 539827828",455,"0"
" 857621550",445,"0"
" 317087912",457,"0"
" 918999670",451,"0"
" 278621104",448,"0"
"  81689356",455,"0"
" 548213112",454,"0"
"  39581783",457,"0"
" 434324372",454,"0"
" 223235546",456,"0"
"  38844788",453,"0"
" 408353891",450,"0"
" 136886548",452,"0"
" 324750840",451,"0"
" 612884394",454,"0"
" 359154833",455,"0"
" 264813738",452,"0"
" 737488085",455,"0"
" 314195139",451,"0"
" 504074849",451,"0"
" 594115846",455,"0"
" 582252979",451,"0"
" 944985328",454,"0"
" 933187742",455,"0"
" 571116884",454,"0"
" 273481663",452,"0"
"  86853951",449,"0"
" 403788537",451,"0"
" 694983316",453,"0"
" 641982079",451,"0"
" 507926803",451,"0"
" 304998533",454,"0"
"  94063992",457,"0"
"  34218054",457,"0"
" 229898384",455,"0"
" 418201309",456,"0"
" 395699280",450,"0"
" 211207809",453,"0"
" 297493643",450,"0"
" 771294969",451,"0"
" 967472433",451,"0"
" 774853054",452,"0"
" 551737681",454,"0"
" 170835798",442,"0"
"  90197843",451,"0"
" 286380002",454,"0"
" 744217225",456,"0"
" 288756411",455,"0"
" 318377055",454,"0"
" 869258193",451,"0"
" 631794373",453,"0"
" 351696438",458,"0"
" 729273181",455,"0"
" 734728282",455,"0"
" 524065251",454,"0"
" 798094384",454,"0"
"  77084675",454,"0"
" 115541469",453,"0"
" 542924645",454,"0"
" 619050910",454,"0"
"  38041494",452,"0"
" 927913535",455,"0"
" 311571573",455,"0"
" 145504681",451,"0"
" 307322626",454,"0"
" 275759463",455,"0"
" 364928745",453,"0"
" 377146344",454,"0"
" 909549558",451,"0"
" 154923239",454,"0"
" 111809588",455,"0"
" 735299611",455,"0"
" 165851925",454,"0"
" 529013923",455,"0"
" 322139302",452,"0"
" 575872496",450,"0"
" 742532116",452,"0"
" 233379849",454,"0"
"  35937528",455,"0"
"  63859032",454,"0"
" 712857241",455,"0"
" 571120360",455,"0"
" 353268473",454,"0"
"  62502395",454,"0"
"  73507497",457,"0"
" 449516367",455,"0"
" 513251868",454,"0"
" 597795392",455,"0"
" 979623587",455,"0"
" 356115858",455,"0"
